id,fullname,shortname,ttl,region,country,practicearea,productline,netcommitment,status,processingtype,approvalfy,closingfy
P081549,"RD: Sustainable Agriculture and Rural Development, China (TOT)",RD Sustainable Rural Devt in China (TOT),Patrick Verissimo,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P081528,RD Sustainable Rural Development and Poverty Reduction in NE Brazil (VC workshops),RD Rural Poverty Reduction NE Brazil 3,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P081527,RD E-discussion Sustainable Rural Development and Poverty Reduction in NE Brazil,RD E-forum Rural Poverty NE Brazil 2,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P081526,Sustainable Rural Development and Poverty Reduction in NE Brazil,RD Rural Poverty Reduction NE Brazil 1,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2003,
P081518,RD: E-toolkit for Rural Staff Training,RD E-Toolkit for Rural Staff Training,Patrick Verissimo,Other,World,Agriculture and Food,,null,Legacy,,2003,
P081136,Forest and Land Review,Forest and Land Review,Idah Z. Pswarayi-Riddihough,Middle East And North Africa,Morocco,Agriculture and Food,,null,Closed,,2002,
P081027,,LA - Upland Livelihood Improvement Proj,Susan S. Shen,East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,22,Dropped,,2006,
P081002,Agricultural Approach Paper,Agricultural Approach Paper,Eija Pehu,Other,World,Agriculture and Food,,null,Dropped,,2003,
P080863,,dropped - Mekong Reg Reconnaisance Rev,Douglas C. Olson,East Asia And Pacific,East Asia and Pacific,Agriculture and Food,,null,Dropped,,2004,
P080837,Building Local Capacity for Impact Evaluation in Cote d'Ivoire,CI-IDF Impact Evaluation CB (FY02),El Hadj Adama Toure,Africa,Cote d'Ivoire,Agriculture and Food,,0.23,,,2002,2004
P080582,Client Country Impact Framework Paper/Advisory Group,Client Cntry Impact Framework Paper/Advs,Jaime B. Quizon,Other,World,Agriculture and Food,,null,Legacy,,2003,
P080519,Niger rural development strategy,Niger rural dev strategy - phase 2,Amadou Alassane,Africa,Niger,Agriculture and Food,,null,Dropped,,2003,
P080396,SLOVAKIA AGRIC POLICY DIALOGUE,Agric Policy Dialogue (EW => TA),Csaba Csaki,Europe And Central Asia,Slovak Republic,Agriculture and Food,,null,Dropped,,2003,
P080223,Eritrea:  Agricultural Growth,Eritrea: Agricultural Growth,Berhane Manna,Africa,Eritrea,Agriculture and Food,,null,Dropped,,2005,
P080171,,Sustainable Fisheries Management,Derek R. Byerlee,Other,World,Agriculture and Food,,null,Dropped,,2003,
P080051,Integrating the Rural Dimension into the PRS,RD Rural and PRSP (East Africa),Patrick Verissimo,Africa,Eastern Africa,Agriculture and Food,,null,Legacy,,2003,
P080046,,Dropped - Lesotho:Agriculture Study,Rogier J. E. van den Brink,Africa,Lesotho,Agriculture and Food,,null,Dropped,,2004,
P079999,Ghana Agricultural Sector Support,GH-Agric Sector Support Report,Jean-Christophe Carret,Africa,Ghana,Agriculture and Food,,null,Dropped,,2004,
P079994,Rural Policies and Institutions in Transition - Central Asia,RD Rural Policies & Instit. (C.ASIA),Patrick Verissimo,Europe And Central Asia,Central Asia,Agriculture and Food,,null,Legacy,,2003,
P079993,Rural Poverty reduction and natural resources management in N/NE Brazil,RD Sustainable rural development Brazil,Patrick Verissimo,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Legacy,,2004,
P079804,Rural Poverty Alleviation in Western China,RD Rural Poverty Alleviation W.China F2F,Patrick Verissimo,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P079660,Poverty Reduction through Food Security and Agricultural Growth,RD Food Security Agric Growth (DL-FAFR),Patrick Verissimo,Africa,Western Africa,Agriculture and Food,,null,Legacy,,2003,
P079425,,DROPPED-JM Rural Sector Strategy,Mario A. Aventino,Latin America And Caribbean,Jamaica,Agriculture and Food,,null,Dropped,,2007,
P079328,GRAIN MARKET INFRASTRUCTURE DEVELOPMENT PROJECT,Grain Mrkt Infra (Dropped),Iain G. Shuker,Europe And Central Asia,Russian Federation,Agriculture and Food,,100,Dropped,,2004,
P079155,MX Land Titling (LIL),DROPPED-MX Land Titling (LIL),Isabel Graciela Lavadenz Paccieri,Latin America And Caribbean,Mexico,Agriculture and Food,,5,Dropped,,2004,
P079149,Agricultural Competitiveness,DROPPED-MX Agricultural Competitiveness,Donald F. Larson,Latin America And Caribbean,Mexico,Agriculture and Food,,null,Dropped,,2006,
P079144,Rural Development and Decentralization,DROPPED-MX Rural Dev & Decentralization,Jose Maria Caballero,Latin America And Caribbean,Mexico,Agriculture and Food,,null,Dropped,,2005,
P078970,Forest Sector Review and Prospective,Bhutan Forest Sector Review/Prospective,Peter Jipp,South Asia,Bhutan,Agriculture and Food,,null,Dropped,,2004,
P078833,Kerala Decentralized Rural Service Delivery,Kerala Rural Service Delivery,Talib B. K. Esmail,South Asia,India,Agriculture and Food,,100,Dropped,,2005,
P078697,Rural Livelihood Project,Rural Livelihood Project,Wahida Huq,South Asia,Bangladesh,Agriculture and Food,,25,Dropped,,2003,
P078632,POLICY NOTES/SECTOR DIALOGUE-RU,Rural Econ Pol Note/Sect Dialg (Dropped),Iain G. Shuker,Europe And Central Asia,Russian Federation,Agriculture and Food,,null,Dropped,,2004,
P078609,PROCEEDINGS OF THE FIRST AFRICA CONSERVATION TILLAGE STUDY TOUR,AFRICA CONSERVATION TILLAGE STUDY TOUR,Yves-Coffi Prudencio,Africa,Africa,Agriculture and Food,,null,Closed,,2003,
P078520,Agricultural Reform,MA-Agricultural Reform and Irrigation,Christopher S. Ward,Middle East And North Africa,Morocco,Agriculture and Food,,null,Legacy,,2003,
P078436,Krasnodar Agricultural Nutrient Reduction GEF Project,BS/KRASNODAR AG Poll (GEF) Dropped,Aleksandar Nacev,Europe And Central Asia,Russian Federation,Agriculture and Food,,5,Dropped,,2008,
P078269,RURAL COOPERATIVES RESTRUCTURING PROJECT - TR,Rural Coops (Dropped),Lorenz Pohlmeier,Europe And Central Asia,Turkey,Agriculture and Food,,200,Dropped,,2003,
P078100,VN - RURAL INFRASTRUCTURE AND SERVICES,drop-RURAL INFRASTRUCTURE AND SERVICES,Christopher J. N. Gibbs,East Asia And Pacific,Vietnam,Agriculture and Food,,100,Dropped,,2004,
P077775,AGRIC. COUNTRY DIALOGUE,AGRIC DIALOGUE,Mark R. Lundell,Europe And Central Asia,Turkmenistan,Agriculture and Food,,null,Dropped,,2003,
P077720,Rural Poverty and Development - MENA,Rural Poverty and Development - MENA,Emmanuel H. D'Silva,Middle East And North Africa,Middle East and North Africa,Agriculture and Food,,null,Legacy,,2003,
P077718,Chile Fisheries Workshop,Chile Fisheries Workshop,Laura E. Tlaiye,Latin America And Caribbean,Chile,Agriculture and Food,,null,Legacy,,2002,
P077626,West/Central Africa Agricutultural Policy Network,3A-IDF Agr Policy Network (FY01),Ismael S. Ouedraogo,Africa,Africa,Agriculture and Food,,0.49,Closed,,2001,2004
P077462,,Investing in Ag. Productivity for Africa,David J. Nielson,Africa,Africa,Agriculture and Food,,null,Legacy,,2002,
P077303,Mali Cotton Poverty and Social Impact Analysis (PSIA),ML-Cotton Pov & Soc Imp Analysis (FY05),Patrick Labaste,Africa,Mali,Agriculture and Food,,null,Dropped,,2005,
P076630,Promoting pro-poor rural development,RD Rural Poverty and Development (SADC),Patrick Verissimo,Africa,Southern Africa,Agriculture and Food,,null,Legacy,,2003,
P076372,KE-Lake Victoria 2 (IDA),KE- Lake Victoria 2 (DR),Ladisy Komba Chengula,Africa,Kenya,Agriculture and Food,,10,Dropped,,2007,
P075939,NELSAP:  Project for Fisheries for Lakes Albert & Edward,3A-NELSAP Fshrs Lks Albrt & Edwrd (FY05),Jakob Granit,Africa,Africa,Agriculture and Food,,15,Dropped,,2005,
P075530,RD Reducing rural poverty through agricultural growth and food security,RD Rural Poverty & Development (DL-AFR),Patrick Verissimo,Other,World,Agriculture and Food,,null,Legacy,,2003,
P075450,Rural Poverty and Development - TOT for Central Party School - China,Rural Poverty and Dev-Party School TOT,Vicente Ferrer-Andreu,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P075292,Rural Poverty and Development: China (DL),Rural Poverty and Development-China (DL),Vicente Ferrer-Andreu,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2003,
P075290,Rural Poverty and Development: Distance Learning for China,Rural Poverty and Development - DL TOT,Alyson Kleine,East Asia And Pacific,China,Agriculture and Food,,null,Legacy,,2002,
P075170,,LA-Provision of Agricultural Services,Rahul Raturi,East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,null,Dropped,,2002,
P075045,Maldives Fisheries TA,Maldives Fisheries TA,Ethel Sennhauser,South Asia,Maldives,Agriculture and Food,,null,Dropped,,2004,
P075019,Bangladesh Agribusiness Development,Agribusiness Development,Robert S. Epworth,South Asia,Bangladesh,Agriculture and Food,,50,Dropped,,2002,
P075014,Fiscal Decentralization to Rural,Fiscal Decentralization to Rural g,Geeta Sethi,South Asia,Nepal,Agriculture and Food,,null,Dropped,,2003,
P074985,,Communications and Information,Maria Pilar Zamora,Other,World,Agriculture and Food,,null,Closed,,2002,
P074824,,EC - Local Rural Infrastructure Dev,Andrea L. J. Silverman,Latin America And Caribbean,Ecuador,Agriculture and Food,,null,Dropped,,2003,
P074822,Participatory Rural Investment,DROPPED-PE - Participatory Rural Invest.,Pierre Werbrouck,Latin America And Caribbean,Peru,Agriculture and Food,,80,Dropped,,2003,
P074713,,DROPPED-Land Administration,Isabel Graciela Lavadenz Paccieri,Latin America And Caribbean,Mexico,Agriculture and Food,,null,Dropped,,2004,
P074664,"CROP RISK MANAGEMENT, INCLUDING INSURANCE AND OTHER TOOLS.",AR CROP INSURANCE,Carlos E. Cuevas,Latin America And Caribbean,Argentina,Agriculture and Food,,null,Dropped,,2004,
P074535,Agricultural Technology Development and Transfer,DROPPED-CO Agricultural Technology Dev,Matthew A. McMahon,Latin America And Caribbean,Colombia,Agriculture and Food,,35,Dropped,,2003,
P074381,Africa Conservation Tillage Sudy Tour,Africa Conservation Tillage Study Tour,Eileen Monnin-Kirby,Other,World,Agriculture and Food,,null,Dropped,,2013,
P074111,CIDA III & IDRC  - Soil Fertility,3A-CDIA 3 & IDRC SFI (FY07),Christine E. Cornelius,Africa,Africa,Agriculture and Food,,null,Dropped,,2005,
P074077,PRSC 2005,MW-PRSC 1 (FY06),Sudhir Chitale,Africa,Malawi,Agriculture and Food,,40,Dropped,,2005,
P074013,Decentralized Agriculture Capacity Building,ER-Agriculture Capacity Building,Berhane Manna,Africa,Eritrea,Agriculture and Food,,20,Dropped,,2005,
P073912,Policy and Institutional Reform for Sustainable Rural Development,DL Rural Course for Anglophone Africa,Mwangi Wachira,Africa,Africa,Agriculture and Food,,null,Legacy,,2001,
P073780,,dropped-Agricultural Research Project,Christopher J. N. Gibbs,East Asia And Pacific,Vietnam,Agriculture and Food,,40,Dropped,,2003,
P073774,Agricultural Notes,dropped-Agricultural Notes,Sari K. Soderstrom,East Asia And Pacific,China,Agriculture and Food,,null,Dropped,,2003,
P073419,UKRAINE REAL ESTATE REGISTRATION SYSTEM PROJ.,Real Est Reg Syst (Dropped),Iain G. Shuker,Europe And Central Asia,Ukraine,Agriculture and Food,,65,Dropped,,2003,
P073355,Water for Food in SSA Africa,Water for Food in SSA Africa,IJsbrand Harko de Jong,Africa,Africa,Agriculture and Food,,null,Closed,,2001,
P072949,RDV/WBI Trade and Agriculture Capacity Building,RDV/WBI Trade and Agriculture Capacity,Christiane Kraus,South Asia,Nepal,Agriculture and Food,,null,Legacy,,2001,
P072143,,DROP:UG- PRSC II (Rural Development),Christine E. Cornelius,Africa,Uganda,Agriculture and Food,,null,Dropped,,2004,
P071868,W. Africa - Policy and Institutional Reform for Sustainable Rural Development - Core Course,Rural Development Core Course - W.Africa,Vicente Ferrer-Andreu,Africa,Western Africa,Agriculture and Food,,null,Legacy,,2002,
P071851,Morocco Agriculture Stragegy Note,Morocco - Agriculture Strategy Note,Douglas W. Lister,Middle East And North Africa,Morocco,Agriculture and Food,,null,Legacy,,2001,
P071378,Financial Sector Development Project,Financial Sector Development Project,Abayomi A. Alawode,Africa,Nigeria,Agriculture and Food,,100,Dropped,,2003,
P071273,LIGUASAN MARSH WETLAND BIODIVERSITY CONSERVATION,Dropped -LIGUASAN MARSH WETLAND BIO,Gilbert Magno Braganza,East Asia And Pacific,Philippines,Agriculture and Food,,1,Dropped,,2006,
P070869,South Africa Rural Project,Rural Poverty,Christine E. Cornelius,Africa,South Africa,Agriculture and Food,,25,Dropped,,2003,
P070520,,DROPPED-Rur.Dev Marginal Areas III (APL),James W. Smyle,Latin America And Caribbean,Mexico,Agriculture and Food,,75,Dropped,,2007,
P070496,Agriculture and the New Trade Agenda: Capacity building for developing countries,Agriculture and the New Trade Agenda,Aban Daruwala,Other,World,Agriculture and Food,,null,Dropped,,2007,
P069993,Africa Agricultural and Food Policy Case Studies (AFTRE),3A-AFTRS Food & Agricultural Policy (DR),Franco Russo,Africa,Africa,Agriculture and Food,,null,Dropped,,2007,
P069985,Farming Communities Development Project,Farming Communities Development Project,Marie-Helene Collion,Middle East And North Africa,"Yemen, Republic of",Agriculture and Food,,15,Dropped,,2002,
P069963,Land Reform,UG-Land Reform (DR),Franco Russo,Africa,Uganda,Agriculture and Food,,null,Dropped,,2007,
P069891,AGRICULTURAL SERVICES AND PRODUCER ORGANIZATIONS PROJECT,AG.SERV.& PROD.ORGANIZATIONS,Christian Fauliau,Africa,Benin,Agriculture and Food,,40,Dropped,,2003,
P069882,,DROPPED-BR-Maranhao RurPov Reduction,Philippa A. Amiri,Latin America And Caribbean,Brazil,Agriculture and Food,,35,Dropped,,2007,
P069774,Economic and engineering evaluation of alternative strategies for managing sedimentation in storage reservoirs,Eco. & Eng. evaluation for dams - RESCON,Sanjiva Cooke,Other,World,Agriculture and Food,,null,Dropped,,2007,
P068861,Monitoring & Evaluation in NRM (Sahelian Natural Resource Management Support Program),Monitoring & Evaluation in NRM,Virginie A. Vaselopulos,Africa,Africa,Agriculture and Food,,null,Dropped,,2004,
P068288,Input Distribution Systems-Africa (AFTRE Regional Programs),3A-Input Distribution Systems (DR),Karen Mcconnell Brooks,Africa,Africa,Agriculture and Food,,null,Dropped,,2007,
P068287,Agriculture Sector Report,Land Policy Sector Work,Isabel Graciela Lavadenz Paccieri,Latin America And Caribbean,Nicaragua,Agriculture and Food,,null,Dropped,,2002,
P068267,Africa Agricultual and Food Policy (AFTRE Regional Program),3A-Food & Agricutural Policy (FY05),Marie-Claude Verlaeten,Africa,Africa,Agriculture and Food,,null,Dropped,,2004,
P067632,,AGR. RESEARCH EXTENSION IN CENTRAL ASIA,Aleksandar Nacev,Europe And Central Asia,Europe and Central Asia,Agriculture and Food,,null,Closed,,2005,
P067308,,Fisheries & Aqua. - RDV STAFF ONLY,Takayuki Hirai,Other,World,Agriculture and Food,,null,Closed,,2000,
P067307,,Animal Resources - RDV STAFF ONLY,Cornelis de Haan,Other,World,Agriculture and Food,,null,Closed,,2000,
P067297,,Fisheries Initiative,Douglas A. Forno,Other,World,Agriculture and Food,,null,Closed,,2000,
P067295,,Land Management Initiative (see AIS),Eugene Robert Terry,Other,World,Agriculture and Food,,null,Closed,,2000,
P067250,,AKIS - RDV STAFF ONLY,Derek R. Byerlee,Other,World,Agriculture and Food,,null,Closed,,2000,
P067133,,REGION PUTUMAYO BASI,Luiz Gabriel Azevedo,Latin America And Caribbean,Latin America,Agriculture and Food,,1,Pipeline,,2001,
P067043,,COLLABRTV.WP WB-WAU,Geert Diemer,Other,World,Agriculture and Food,,null,Closed,,1999,
P066425,,LIVESTOCK-ENV. INIT.,Cornelis de Haan,Other,World,Agriculture and Food,,null,Closed,,2000,
P064974,River Basin and Watershed Management Project (RBWMP),RIVER BASIN AND WATERSHED MANAGEMENT,Keith Robert A. Oblitas,East Asia And Pacific,Philippines,Agriculture and Food,,21.6,Dropped,,2005,
P064917,Panama Canal Watershed Management Project,DROPPED-PA CANAL WATERSHED MNGMT,John Kellenberg,Latin America And Caribbean,Panama,Agriculture and Food,,11.1,Dropped,,2007,
P062884,,TT-SLCM,Eugene Robert Terry,Other,World,Agriculture and Food,,null,Closed,,2000,
P059441,,DISNEY COLLABORATION,Douglas A. Forno,Other,World,Agriculture and Food,,null,Closed,,1999,
P055880,,RURAL CAP. BLDG,Christian Fauliau,Africa,Cote d'Ivoire,Agriculture and Food,,30,Dropped,,2005,
P055854,,AO-IDF MINADER Strengthen (FY04),David J. Nielson,Africa,Angola,Agriculture and Food,,0,,,2004,
P055233,,DROPPED-PARTIC. RURAL INV II,David Tuchschneider,Latin America And Caribbean,Bolivia,Agriculture and Food,,30,Dropped,,2003,
P053884,,FAO/IFAD,Douglas A. Forno,Other,World,Agriculture and Food,,null,Closed,,1999,
P053882,,TT-MRKTS & ARGIBUSIN,Brian W. Berman,Other,World,Agriculture and Food,,null,Closed,,1999,
P053876,XXXX,TT-FISHERIES&AQUACUL,Gert Van Santen,Other,World,Agriculture and Food,,null,Closed,,1999,
P053874,,TT- ANIMAL RESOURCES,Cornelis de Haan,Other,World,Agriculture and Food,,null,Closed,,1999,
P053872,,TT/KN-AG KNOW&INFOSY,Derek R. Byerlee,Other,World,Agriculture and Food,,null,Closed,,1999,
P053869,,IPTRID/UNDP/TFS,Randall B. Purcell,Other,World,Agriculture and Food,,null,Closed,,1999,
P053863,,15FOCUS COUNTRIES,Alexander F. McCalla,Other,World,Agriculture and Food,,null,Closed,,1999,
P053344,,SV INDIGENOUS,Juan Martinez,Latin America And Caribbean,El Salvador,Agriculture and Food,,0,,,2003,
